,Name,Count,Files
206,Meta-HAR,0,[]
207,pamtl,0,[]
208,dp-llm,0,[]
209,SLIMYoloV3,0,set()
210,BOA,0,[]
211,adversarial_testing,0,[]
212,Bi-Real-net,0,[]
213,vertex_prediction,0,[]
214,CBStyling,0,[]
215,SQUAD_BERT,0,set()
216,DAT-GAN,1,{'/tmp/sklearn/1079/out/DAT-GAN/.circleci/config.yml'}
217,NS3L,0,[]
218,EBM-buffer-PCD-Pytorch,0,[]
219,SQAPlanner-implementation,0,[]
220,RangeLoss_Marginal_Loss_Tensorflow,0,[]
221,BERT-ResSel,0,set()
222,LRBench,0,set()
223,Parser-v2,0,[]
224,MBTI-Tweetouilles,0,set()
225,pirank,0,[]
226,Force2Vec,0,[]
227,ps_dm_reid,0,[]
228,trio-non-stationary-meta-rl,0,[]
229,SSGRL,0,set()
230,phoenix_analysis,0,[]
231,pyfst,0,[]
232,Interactive-Semantic-Parsing,0,[]
233,Conditional-Generative-Adversarial-Network,0,[]
234,sigir2020-query-resolution,0,[]
235,NLAP-net_VAD,0,[]
236,gmvae,0,set()
237,CGQ-solver,0,[]
238,document-qa,0,[]
239,mulrel-nel,0,[]
240,Video-Style-Transfer,0,[]
241,LOTClass,0,[]
242,emnlp2018-argmin-workshop-pd3,1,{'/tmp/sklearn/849/out/emnlp2018-argmin-workshop-pd3/ArgMin/config.yaml'}
243,seq2seq,0,set()
244,probabilistic-jsma,0,[]
245,adversarial-attacks-pytorch,0,set()
246,var-hawkes,0,set()
247,paper-debiased-feature-importance,0,[]
248,cvxstrat,0,[]
249,dvao,0,set()
250,LLSEU,0,[]
251,SQuAD2,0,set()
252,VFWS,1,{'/tmp/sklearn/1050/out/VFWS/config/default.yaml'}
253,pytorch-tacotron2,0,[]
254,Recurrent-VLN-BERT,0,set()
255,MST_inpainting,2,"{'/tmp/sklearn/130/out/MST_inpainting/training_configs/config_MST.yml', '/tmp/sklearn/130/out/MST_inpainting/config.yml'}"
256,minerl_imitation_learning,0,[]
257,2020-instanceSeg,0,set()
258,acids-clustering-domain-shift,8,"{'/tmp/sklearn/519/out/acids-clustering-domain-shift/config/cartoon_source_training.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/photo_target_adaptation.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/photo_source_training.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/sketch_target_adaptation.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/cartoon_target_adaptation.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/sketch_source_training.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/art_target_adaptation.json', '/tmp/sklearn/519/out/acids-clustering-domain-shift/config/art_source_training.json'}"
259,nsga,0,set()
260,BayesianOptimization,0,set()
261,EDUVSUM,0,set()
262,DMTKG,0,[]
263,blockfl_implementation_incomplete,0,set()
264,noise2self,0,set()
265,DL4DI,0,[]
266,CovidNet3D,4,"{'/tmp/sklearn/431/out/CovidNet3D/configs/search_nii.yml', '/tmp/sklearn/431/out/CovidNet3D/configs/search_nii_png.yml', '/tmp/sklearn/431/out/CovidNet3D/configs/search_covidct.yml', '/tmp/sklearn/431/out/CovidNet3D/configs/search_ct.yaml'}"
267,sgas,0,[]
268,lane_detector_for_KITTI,0,[]
269,DeFeat,0,[]
270,Pixel2Mesh,0,[]
271,sincnet_adapt,0,[]
272,Advanced_ML,0,set()
273,BSN,0,[]
274,TernausNet,0,set()
275,X3D,6,"{'/tmp/sklearn/1187/out/X3D/configs/x3d-m_r3d_ucf101_rgb_raw_dense_1x5x16.yaml', '/tmp/sklearn/1187/out/X3D/configs/i3d-3x3_r3d50_ucf101_rgb_raw_dense_1x2x32.yaml', '/tmp/sklearn/1187/out/X3D/configs/x3d-s_r3d_ucf101_rgb_raw_dense_1x6x13.yaml', '/tmp/sklearn/1187/out/X3D/configs/i3d-3x1_r3d50_ucf101_rgb_raw_dense_1x2x32.yaml', '/tmp/sklearn/1187/out/X3D/configs/x3d-xl_r3d_ucf101_rgb_raw_dense_1x5x16.yaml', '/tmp/sklearn/1187/out/X3D/configs/c2d_r3d50_ucf101_rgb_raw_dense_1x2x32.yaml'}"
276,KITCAT,0,set()
277,Hackathon2021,0,set()
278,Sequential_Likelihood_Free_Inference_with_Implicit_Surrogate_Proposal,0,set()
279,table-recognition,0,[]
280,ape-npi,7,"{'/tmp/sklearn/28/out/ape-npi/experiments/config/chained-freeze.yaml', '/tmp/sklearn/28/out/ape-npi/experiments/config/chained-freeze-syn.yaml', '/tmp/sklearn/28/out/ape-npi/experiments/config/chained-syn.yaml', '/tmp/sklearn/28/out/ape-npi/experiments/config/chained.yaml', '/tmp/sklearn/28/out/ape-npi/config/default.yaml', '/tmp/sklearn/28/out/ape-npi/experiments/config/origin-emb.yaml', '/tmp/sklearn/28/out/ape-npi/experiments/config/origin-emb-syn.yaml'}"
281,Adversarial-Attacks-on-CapsNets,0,set()
282,actor-observer,0,[]
283,SanText,0,[]
284,DE-SimplE,0,[]
285,snapnet,0,set()
286,LR_GC_OOD,0,[]
287,FedGen,0,[]
288,Recognizing-Emotions-evoked-by-Movies-usingMultitask-Learning,0,[]
289,ganterpretation,0,set()
290,ps_reppoint,0,[]
291,latent_ode,0,[]
292,ColorGAN,0,[]
293,agora_evaluation,0,[]
294,MHRE,0,[]
295,gradual-compatibility,0,set()
296,signet,0,[]
297,patent_similarity_search,0,[]
298,BERT_summarization_1,0,set()
299,PointSetAnchor,0,[]
300,rl-toolkit,1,{'/tmp/sklearn/1763/out/rl-toolkit/rl_toolkit/config.yaml'}
301,crowdairway,0,set()
302,EviLOG,1,{'/tmp/sklearn/1755/out/EviLOG/model/config.yml'}
303,DualIV-NeurIPS2020,0,set()
304,christmAIs,0,set()
305,BachelorThesis,0,[]
306,KCNet_Pytorch,0,[]
307,cawa,0,[]
308,face-identity-transformer,2,"{'/tmp/sklearn/928/out/face-identity-transformer/config/main.yaml', '/tmp/sklearn/928/out/face-identity-transformer/config/one_fourth_D_lr_half.yaml'}"
309,sentence_classification,0,[]
310,behavenet,16,"{'/tmp/sklearn/808/out/behavenet/configs/data_default.json', '/tmp/sklearn/808/out/behavenet/configs/ae_jsons/ae_model.json', '/tmp/sklearn/808/out/behavenet/configs/ae_jsons/ae_compute.json', '/tmp/sklearn/808/out/behavenet/configs/arhmm_jsons/arhmm_labels_model.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_data.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_training.json', '/tmp/sklearn/808/out/behavenet/configs/arhmm_jsons/arhmm_training.json', '/tmp/sklearn/808/out/behavenet/configs/arhmm_jsons/arhmm_compute.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_arhmm_model.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_ae_model.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_labels_model.json', '/tmp/sklearn/808/out/behavenet/configs/ae_jsons/ae_arch_default.json', '/tmp/sklearn/808/out/behavenet/configs/ae_jsons/ae_training.json', '/tmp/sklearn/808/out/behavenet/configs/ae_jsons/ae_arch_2.json', '/tmp/sklearn/808/out/behavenet/configs/arhmm_jsons/arhmm_model.json', '/tmp/sklearn/808/out/behavenet/configs/decoding_jsons/decoding_compute.json'}"
311,latent_driver,0,[]
312,MLPhaseBoundary,0,[]
313,BERT_QA_for_Chinese,0,[]
314,Image-Enhancer-via-ESRGAN,0,[]
315,impute,1,{'/tmp/sklearn/385/out/impute/.circleci/config.yml'}
316,ConnectE,3,"{'/tmp/sklearn/1887/out/ConnectE/config/FB15K/E2T_TRT/config.json', '/tmp/sklearn/1887/out/ConnectE/config/FB15K/E2T/config.json', '/tmp/sklearn/1887/out/ConnectE/config/YAGO/E2T/config.json'}"
317,CPA,0,[]
318,ecg-diagnosis,0,[]
319,AutoBCS,0,[]
320,crypto-rnn,0,[]
321,PINN_system_identification,0,set()
322,wikilinks-ned,0,set()
323,LightXML,0,[]
324,CBS,0,[]
325,councelChatbot2,0,set()
326,ProgressiveGAN,0,set()
327,aaai19-diagnostic-reasoning,0,[]
328,cobla,0,[]
329,cylindricalsfmlearner,0,set()
330,robust-vision,0,[]
331,GP-GAN-Gender-Preserving-GAN-for-Synthesizing-Faces-from-Landmarks,0,[]
332,DeepDepthDenoising,0,set()
333,sparsity-based-defenses,0,[]
334,TRIP,0,[]
335,haloprops,0,[]
336,BERT-Attribute-Value-Extract,0,[]
337,VideoBERT,0,set()
338,rhd-codes,0,[]
339,PRL,1,{'/tmp/sklearn/239/out/PRL/config/config.json'}
340,DLDR,0,[]
341,HIPe,0,[]
342,SDEN-Pytorch-master,0,set()
343,ml-gsn,3,"{'/tmp/sklearn/1241/out/ml-gsn/configs/models/gsn_base_config.yaml', '/tmp/sklearn/1241/out/ml-gsn/configs/models/gsn_replica_config.yaml', '/tmp/sklearn/1241/out/ml-gsn/configs/models/gsn_vizdoom_config.yaml'}"
344,learning_environments,2,"{'/tmp/sklearn/798/out/learning_environments/results/TD3_params_bohb_2020-07-07-12/configs.json', '/tmp/sklearn/798/out/learning_environments/results/match_env_params_bohb_2020-07-07-11/configs.json'}"
345,FlapPyBird-MPC,0,[]
346,spatial-smoothing,2,"{'/tmp/sklearn/268/out/spatial-smoothing/configs/cifar100_general.json', '/tmp/sklearn/268/out/spatial-smoothing/configs/cifar10_general.json'}"
347,BAT-Image-Classification,0,[]
348,Estimation-of-acoustic-impedance-from-seismic-data-using-temporal-convolutional-network,0,set()
349,video_autoencoder,0,[]
350,code-gen,0,set()
351,DWC-GAN,1,{'/tmp/sklearn/4/out/DWC-GAN/configs/celeba_faces.yaml'}
352,subspace-attack-reproduction,0,[]
353,pruning-distilation-bias,0,set()
354,GFNet,0,[]
355,world_model_experiments,0,set()
356,video_class_agnostic_segmentation,0,[]
357,cldst,0,set()
358,EMR,0,[]
359,DRQN-Pytorch-CartPole-v1,0,[]
360,deterministic-uncertainty-quantification,0,set()
361,calibrated-adversarial-learning,0,[]
362,nmor,0,[]
363,Emo-Aware-Storytelling,0,[]
364,Spinglass_NADE,0,set()
365,R3Transformer,3,"{'/tmp/sklearn/237/out/R3Transformer/configs/R3T6.yml', '/tmp/sklearn/237/out/R3Transformer/configs/T5.yml', '/tmp/sklearn/237/out/R3Transformer/configs/T6.yml'}"
366,acl,0,set()
367,RTGPS,0,[]
368,referit,12,"{'/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.5.json', '/tmp/sklearn/1189/out/referit/config/referit/config.json', '/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.0.json', '/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.4.json', '/tmp/sklearn/1189/out/referit/config/referit/config.4.json', '/tmp/sklearn/1189/out/referit/config/referit/config.0.json', '/tmp/sklearn/1189/out/referit/config/referit/config.3.json', '/tmp/sklearn/1189/out/referit/config/referit/config.1.json', '/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.3.json', '/tmp/sklearn/1189/out/referit/config/referit/config.2.json', '/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.2.json', '/tmp/sklearn/1189/out/referit/config/referit/inject_img/config.1.json'}"
369,MEDIRL-EyeCar,0,set()
370,BenchmarkingZeroShot,0,set()
371,wax-ml,0,set()
372,RNN-Question-Answering,0,set()
373,AdvSR,0,set()
374,item2vec-rec-test,0,[]
375,aircraft-localization,0,set()
376,Sparse-convolutional-coding-for-neuronal-assembly-detection,0,[]
377,ContrastiveLearning4Dialogue,4,"{'/tmp/sklearn/72/out/ContrastiveLearning4Dialogue/parlai/chat_service/tasks/qa_data_collection/config.yml', '/tmp/sklearn/72/out/ContrastiveLearning4Dialogue/parlai/chat_service/tasks/overworld_demo/config.yml', '/tmp/sklearn/72/out/ContrastiveLearning4Dialogue/.circleci/config.yml', '/tmp/sklearn/72/out/ContrastiveLearning4Dialogue/parlai/chat_service/tasks/chatbot/config.yml'}"
378,Recurrent-Attention-Network-for-HAR,0,[]
379,CMIN,0,set()
380,cleverhans,0,set()
381,clusternet,0,set()
382,adapinp,0,[]
383,ATM_ide,0,[]
384,CSWin-Transformer,0,set()
385,fedpa,0,set()
386,ProfileREG,0,[]
387,nmjmc,0,[]
388,CSNN,0,set()
389,fruit-tools-game,0,[]
390,SceneChangeDet,0,[]
391,Zero_DCE_TF,0,set()
392,cnn-visualizations-pytorch,0,[]
393,deep-nn-car,0,[]
394,Searchive,0,set()
395,DistSup,0,set()
396,nodeembedding-to-communityembedding,0,set()
397,mri_brain_tumor_segmentation,0,set()
398,Group-Level-Emotion-Recognition,0,[]
399,ResCon,0,[]
400,c3,0,set()
401,prescriptiveProcessMonitoring,0,set()
402,canonical-capsules,0,set()
403,ndlib,0,set()
404,PR-VIST,0,[]
405,robot-surgery-segmentation,0,set()
406,topic-dialog-summ,0,[]
407,cmu-thesis,0,[]
408,ZO-AdaMM,0,[]
409,depth-hints,0,set()
410,frequency-domain-image-translation,0,[]
411,Dynamic-Problem-Lists,1,{'/tmp/sklearn/1731/out/Dynamic-Problem-Lists/resources/config.yml'}
412,expLinkage,33,"{'/tmp/sklearn/685/out/expLinkage/config/NP_Coref/triplet.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/allWithin_allAcross.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/minWithin_minAcross.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/linkage_0.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/linkage_auto.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/linkage_max.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/linkage_max.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/triplet.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/linkage_min.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/mstWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/allWithin_allAcross.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/triplet.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/bestWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/linkage_max.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/linkage_min.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/bestWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/linkage_0.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/linkage_max.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/allWithin_allAcross.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/linkage_auto.json', '/tmp/sklearn/685/out/expLinkage/config/synth/spiral.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/mstWithin_minAcross.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/mstWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/triplet.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/linkage_0.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/allWithin_allAcross.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/linkage_auto.json', '/tmp/sklearn/685/out/expLinkage/config/rexa/linkage_min.json', '/tmp/sklearn/685/out/expLinkage/config/faceData_20.tsv/linkage_0.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/bestWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/linkage_min.json', '/tmp/sklearn/685/out/expLinkage/config/authorCoref/mstWithin_bestAcross.json', '/tmp/sklearn/685/out/expLinkage/config/NP_Coref/linkage_auto.json'}"
413,TSAI,0,set()
414,CASD,0,set()
415,dimensions,0,[]
416,ddn,0,[]
417,consistency,0,[]
418,gating,0,[]
419,pfhedge,0,set()
420,AdversarialRoadModel,0,set()
421,Multimodal-Aerial-Scene-Recognition,0,set()
422,tree_transformer_2,0,[]
423,FCGF,0,[]
424,darts_asha,0,[]
425,MHP,0,[]
426,nutonomy_pointpillars,0,set()
427,Weakly-Supervised-ChestXray-AdaptiveDenseNet,0,[]
428,gputreeshap,0,[]
429,ML_for_kirigami_design,0,[]
430,pero-ocr,0,[]
431,DVAE,0,[]
432,structured-uncertainty,0,set()
433,Teacher_Student_Architecture,0,[]
434,Few-Shot-NLG,0,[]
435,hierarchical-rnn,0,[]
436,group_sparsity,0,[]
437,systematic-generalization-sqoop,0,set()
438,ConjNLI,0,[]
439,shortformer,21,"{'/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_wiki103.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_baevski_wiki103.yaml', '/tmp/sklearn/1531/out/shortformer/config/lr_scheduler/inverse_sqrt.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_gpt2_big.yaml', '/tmp/sklearn/1531/out/shortformer/config/config_eval_lm.yaml', '/tmp/sklearn/1531/out/shortformer/config/params/eval_lm_params.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_gbw.yaml', '/tmp/sklearn/1531/out/shortformer/config/task/language_modeling.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_gpt.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_big.yaml', '/tmp/sklearn/1531/out/shortformer/config/criterion/adaptive_loss.yaml', '/tmp/sklearn/1531/out/shortformer/config/optimizer/adam.yaml', '/tmp/sklearn/1531/out/shortformer/config/lr_scheduler/cosine.yaml', '/tmp/sklearn/1531/out/shortformer/config/params/training_params.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_baevski_gbw.yaml', '/tmp/sklearn/1531/out/shortformer/config/optimizer/nag.yaml', '/tmp/sklearn/1531/out/shortformer/config/criterion/cross_entropy.yaml', '/tmp/sklearn/1531/out/shortformer/config/config.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_gpt2_small.yaml', '/tmp/sklearn/1531/out/shortformer/config/model/transformer_lm_gpt2_medium.yaml'}"
440,gradient-checkpointing,0,set()
441,Conv-TasNet,0,set()
442,pydci,0,[]
443,Patch-as-translation,1,{'/tmp/sklearn/727/out/Patch-as-translation/Model/config.yml'}
444,GCOMB,0,set()
445,meta-autoencoder-without-channel-model,0,[]
446,nlg-eval,0,set()
447,An-Information-theoretic-Metric-of-Transferability,0,[]
448,Voice-Privacy-Challenge-2020,0,[]
449,math_seq2tree,0,set()
450,6d_rot_tensorflow,0,set()
451,spirl,0,set()
452,multi-stage-detection,0,[]
453,sks,0,[]
454,u2net-generic,0,[]
455,Pluralistic-Inpainting,0,[]
456,dogwhistle,0,[]
457,DIP-GM,0,set()
458,clustered-federated-learning,0,[]
459,OoD,0,[]
460,rl_graph_generation,0,[]
461,spikingtorch,0,[]
462,Word-recognition-and-retrieval,0,[]
463,SwishNet,0,[]
464,Attention-Routing-Capsules,0,[]
465,MotionSegmentation,0,[]
466,AugNet,0,[]
467,paddle-yolox,0,set()
468,DD-Net-Pytorch,0,[]
469,DASVDD,0,[]
470,conv-sv,0,[]
471,Walk-Transformer,0,[]
472,deceive-KG-models,0,[]
473,HiDDeN,0,[]
474,yolor,0,set()
475,PARG,0,set()
476,projected_sinkhorn,0,[]
477,localization-from-image-labels,0,[]
478,LAP,0,[]
479,CXR-ReportGen,0,[]
480,Class-Imbalance-in-WW-Polarization,0,[]
481,ictext_eval,0,set()
482,HumanDepth,0,[]
483,FaMUS,0,[]
484,hybrid-sac,0,[]
485,Transformer-Implementations,0,[]
486,causalnlp,0,set()
487,ddrl_hexapod,0,[]
488,HypeNET,0,[]
489,OpenSelfSup,41,"{'/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/rotation_pred/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_C4_1x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/simclr/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_FPN_2x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Base-RCNN-C4-BN.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/mocov1/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/simmim/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/pascal_voc_R_50_C4_24k.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_RetinaNet_1x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/deepcluster/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_RetinaNet_1x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_RetinaNet_2x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/keypoint_rcnn_R_50_FPN_2x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Base-RCNN-FPN.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/barlowtwins/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/byol/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/relative_loc/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/simsiam/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/pascal_voc_R_50_C4_24k_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/cae/metafile.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_C4_2x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Cityscapes/mask_rcnn_R_50_FPN.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Base-Keypoint-RCNN-FPN.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/mocov2/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_C4_2x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/densecl/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Base-RetinaNet.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/swav/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/Cityscapes/mask_rcnn_R_50_FPN_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_FPN_1x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_RetinaNet_2x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/mae/metafile.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_C4_1x_moco.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/odc/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/keypoint_rcnn_R_50_FPN_2x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/.circleci/config.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_FPN_2x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/npid/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/selfsup/mocov3/metafile.yml', '/tmp/sklearn/1508/out/OpenSelfSup/configs/benchmarks/detectron2/coco_R_50_FPN_1x.yaml', '/tmp/sklearn/1508/out/OpenSelfSup/.github/ISSUE_TEMPLATE/config.yml'}"
490,Rethinking-EnD-SegUDA,0,set()
491,cdrl,0,[]
492,Neural-Attentive-Session-Based-Recommendation-PyTorch,0,[]
493,ROS,0,set()
494,TeachNet_Teleoperation,10,"{'/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/kinematics_trac_ik_template.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/ros_controllers.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/kinematics.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/sensors_rgbd.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/sensors_3d.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/ompl_planning.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/controllers.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/fake_controllers.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/chomp_planning.yaml', '/tmp/sklearn/1210/out/TeachNet_Teleoperation/ros/src/teleop_motorhand/config/joint_limits.yaml'}"
495,chordlabelpersonalization,0,[]
496,S3Pool,0,[]
497,unsupervised-NMT,10,"{'/tmp/sklearn/383/out/unsupervised-NMT/unsupervised_NMT_forEnde_v2_multiChannel_gan_directionalAttention/configs/config_gan_train.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/configs/config_discriminator_pretrain.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/configs/config_generator_train.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/unsupervised_NMT_forEnde_v2_multiChannel_gan_directionalAttention/configs/config_discriminator_pretrain.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/unsupervised_NMT_forEnde_v2_multiChannel_gan_directionalAttention/configs/config_generate_sample.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/unsupervised_NMT_forEnde_v2_multiChannel_gan_directionalAttention/configs/config_generator_train.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/configs/config_gan_train.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/unsupervised_NMT_forEnde_v2_multiChannel_gan_directionalAttention/configs/config_text_discriminator_pretrain.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/configs/config_generate_sample.yaml', '/tmp/sklearn/383/out/unsupervised-NMT/configs/config_text_discriminator_pretrain.yaml'}"
498,sample-cnn,0,[]
